AREA_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_STATUS_LABEL
Paraguay,Total,15 years old and over,Total,Total,Total,2024,18.61777033,A,Normal value
Peru,Total,15 years old and over,Total,Total,Total,2024,27.91103892,A,Normal value
Philippines,Total,15 years old and over,Total,Total,Total,2024,14.74109341,A,Normal value
Poland,Total,15 years old and over,Total,Total,Total,2024,63.08728226,A,Normal value
Portugal,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Romania,Total,15 years old and over,Total,Total,Total,2024,31.86865404,A,Normal value
Russian Federation,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Saudi Arabia,Total,15 years old and over,Total,Total,Total,2024,52.87680537,A,Normal value
Senegal,Total,15 years old and over,Total,Total,Total,2024,40.44807213,A,Normal value
Serbia,Total,15 years old and over,Total,Total,Total,2024,35.39850817,A,Normal value
Sierra Leone,Total,15 years old and over,Total,Total,Total,2024,6.21914324,A,Normal value
Singapore,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Slovak Republic,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Slovenia,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
South Africa,Total,15 years old and over,Total,Total,Total,2024,20.81004872,A,Normal value
Spain,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Sri Lanka,Total,15 years old and over,Total,Total,Total,2024,11.75725204,A,Normal value
Sweden,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Switzerland,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
"Taiwan, China",Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Tajikistan,Total,15 years old and over,Total,Total,Total,2024,21.48693031,A,Normal value
Tanzania,Total,15 years old and over,Total,Total,Total,2024,14.8743206,A,Normal value
Thailand,Total,15 years old and over,Total,Total,Total,2024,40.05378486,A,Normal value
Togo,Total,15 years old and over,Total,Total,Total,2024,23.52762237,A,Normal value
Trinidad and Tobago,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Tunisia,Total,15 years old and over,Total,Total,Total,2024,1.591197751,A,Normal value
Turkiye,Total,15 years old and over,Total,Total,Total,2024,51.44615833,A,Normal value
Uganda,Total,15 years old and over,Total,Total,Total,2024,26.30515534,A,Normal value
Ukraine,Total,15 years old and over,Total,Total,Total,2024,56.95207082,A,Normal value
United Arab Emirates,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
United Kingdom,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
United States,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Uruguay,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Uzbekistan,Total,15 years old and over,Total,Total,Total,2024,24.09074039,A,Normal value
"Venezuela, RB",Total,15 years old and over,Total,Total,Total,2024,46.5095477,A,Normal value
Viet Nam,Total,15 years old and over,Total,Total,Total,2024,45.50358074,A,Normal value
West Bank and Gaza,Total,15 years old and over,Total,Total,Total,2024,5.310443859,A,Normal value
Zambia,Total,15 years old and over,Total,Total,Total,2024,31.89678449,A,Normal value
Zimbabwe,Total,15 years old and over,Total,Total,Total,2024,10.13433728,A,Normal value
Albania,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Albania,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Algeria,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Algeria,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Argentina,Male,15 years old and over,Total,Total,Total,2024,43.14044334,A,Normal value
Argentina,Female,15 years old and over,Total,Total,Total,2024,44.61145336,A,Normal value
Armenia,Male,15 years old and over,Total,Total,Total,2024,21.41635199,A,Normal value
Armenia,Female,15 years old and over,Total,Total,Total,2024,18.5758387,A,Normal value
Australia,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Australia,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Austria,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Austria,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Azerbaijan,Male,15 years old and over,Total,Total,Total,2024,35.10466298,A,Normal value
Azerbaijan,Female,15 years old and over,Total,Total,Total,2024,17.66797579,A,Normal value
Bahrain,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Bahrain,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Bangladesh,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Bangladesh,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Belgium,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Belgium,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Belize,Male,15 years old and over,Total,Total,Total,2024,17.23425971,A,Normal value
Belize,Female,15 years old and over,Total,Total,Total,2024,18.81950159,A,Normal value
Benin,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Benin,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Bolivia,Male,15 years old and over,Total,Total,Total,2024,20.39375846,A,Normal value
Bolivia,Female,15 years old and over,Total,Total,Total,2024,9.257206354,A,Normal value
Bosnia and Herzegovina,Male,15 years old and over,Total,Total,Total,2024,16.79896461,A,Normal value
Bosnia and Herzegovina,Female,15 years old and over,Total,Total,Total,2024,18.31501193,A,Normal value
Botswana,Male,15 years old and over,Total,Total,Total,2024,23.85244718,A,Normal value
Botswana,Female,15 years old and over,Total,Total,Total,2024,20.0397577,A,Normal value
Brazil,Male,15 years old and over,Total,Total,Total,2024,57.69004754,A,Normal value
Brazil,Female,15 years old and over,Total,Total,Total,2024,52.11495621,A,Normal value
Bulgaria,Male,15 years old and over,Total,Total,Total,2024,26.94842757,A,Normal value
Bulgaria,Female,15 years old and over,Total,Total,Total,2024,25.47291586,A,Normal value
Burkina Faso,Male,15 years old and over,Total,Total,Total,2024,17.73746383,A,Normal value
Burkina Faso,Female,15 years old and over,Total,Total,Total,2024,10.74593895,A,Normal value
Cambodia,Male,15 years old and over,Total,Total,Total,2024,15.47185074,A,Normal value
Cambodia,Female,15 years old and over,Total,Total,Total,2024,11.17663457,A,Normal value
Cameroon,Male,15 years old and over,Total,Total,Total,2024,20.68195564,A,Normal value
Cameroon,Female,15 years old and over,Total,Total,Total,2024,12.03499063,A,Normal value
Canada,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Canada,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Chad,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Chad,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Chile,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Chile,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
China,Male,15 years old and over,Total,Total,Total,2024,73.70199662,A,Normal value
China,Female,15 years old and over,Total,Total,Total,2024,74.91494802,A,Normal value
Colombia,Male,15 years old and over,Total,Total,Total,2024,23.30963602,A,Normal value
Colombia,Female,15 years old and over,Total,Total,Total,2024,14.93690706,A,Normal value
Comoros,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Comoros,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
"Congo, Dem. Rep.",Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
"Congo, Dem. Rep.",Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
"Congo, Rep.",Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
"Congo, Rep.",Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Costa Rica,Male,15 years old and over,Total,Total,Total,2024,38.09321037,A,Normal value
Costa Rica,Female,15 years old and over,Total,Total,Total,2024,33.68146741,A,Normal value
Cote d'Ivoire,Male,15 years old and over,Total,Total,Total,2024,33.14998772,A,Normal value
Cote d'Ivoire,Female,15 years old and over,Total,Total,Total,2024,17.80944632,A,Normal value
Croatia,Male,15 years old and over,Total,Total,Total,2024,53.15491412,A,Normal value
Croatia,Female,15 years old and over,Total,Total,Total,2024,49.10046186,A,Normal value
Cyprus,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Cyprus,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Czechia,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Czechia,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Denmark,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Denmark,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Dominican Republic,Male,15 years old and over,Total,Total,Total,2024,24.39886326,A,Normal value
Dominican Republic,Female,15 years old and over,Total,Total,Total,2024,16.35559264,A,Normal value
Ecuador,Male,15 years old and over,Total,Total,Total,2024,23.78276971,A,Normal value
Ecuador,Female,15 years old and over,Total,Total,Total,2024,15.79801747,A,Normal value
"Egypt, Arab Rep.",Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
"Egypt, Arab Rep.",Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
El Salvador,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
El Salvador,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Estonia,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Estonia,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Eswatini,Male,15 years old and over,Total,Total,Total,2024,33.43809411,A,Normal value
Eswatini,Female,15 years old and over,Total,Total,Total,2024,37.45803792,A,Normal value
Ethiopia,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Ethiopia,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Finland,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Finland,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
France,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
France,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Gabon,Male,15 years old and over,Total,Total,Total,2024,40.93869237,A,Normal value
Gabon,Female,15 years old and over,Total,Total,Total,2024,35.3834671,A,Normal value
"Gambia, The",Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
"Gambia, The",Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Georgia,Male,15 years old and over,Total,Total,Total,2024,31.38975336,A,Normal value
Georgia,Female,15 years old and over,Total,Total,Total,2024,36.28195481,A,Normal value
Germany,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Germany,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Ghana,Male,15 years old and over,Total,Total,Total,2024,18.8165531,A,Normal value
Ghana,Female,15 years old and over,Total,Total,Total,2024,10.54138682,A,Normal value
Greece,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Greece,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Guatemala,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Guatemala,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Guinea,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Guinea,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Honduras,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Honduras,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
"Hong Kong SAR, China",Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
"Hong Kong SAR, China",Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
Hungary,Male,15 years old and over,Total,Total,Total,2024,,O,Missing value
Hungary,Female,15 years old and over,Total,Total,Total,2024,,O,Missing value
